Part Number,Vos TC (max),Ios (max),BW -3 dB (typ),Ibias (typ),CMRR (min),0.1 to 10 Hz VNoise (typ),1 Hz Vnoise (typ),1 Hz Inoise (typ),Current Noise Density (typ),# of Amps,GBP (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Iq/Amp (typ),Vs span (min),Vs span (max),Package
,V/°C,A,Hz,A,dB,V p-p,V/rtHz,A/rtHz,A/rtHz,,Hz,V/us,V,V/rtHz,A,A,V,V,
LT1097,0.0000012,0.00000000025,,0.00000000004,115,0.0000005,,,0.000000000000008,1,700000,0.2,0.00005,0.000000014,0.00000000025,0.00035,2,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1115,,0.0000002,,0.00000005,104,,,,0.0000000000012,1,70000000,15,0.0002,0.0000000009,0.00000038,0.0085,8,44,8-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LTC1053,0.00000005,0.000000000125,,0.000000000015,106,0.0000015,,,0.0000000000000022,4,2500000,4,0.000005,0.00000007,0.000000000065,0.001,4.75,16.5,14-Lead PDIP (Narrow 0.3 Inch) 18-Lead SOIC (Wide 0.3 Inch)
OP177,,0.0000000015,,0.0000000012,130,,,,,1,600000,0.3,0.000025,,0.000000002,0.0016,6,44,8-Lead PDIP 8-Lead SOIC
AD713,,0.000000000075,4000000,0.00000000004,78,0.000002,,,0.00000000000001,4,4000000,20,0.0015,0.000000016,0.00000000015,0.003,9,36,14-Lead PDIP 14-Lead CerDIP 16-Lead SOIC Wide
LT1079,0.0000018,0.00000000025,,0.000000006,97,0.0000006,,,0.00000000000006,4,200000,0.07,0.0001,0.000000028,0.000000008,0.000038,2.2,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1079MJ,0.0000018,,,0.000000006,97,0.0000006,,,0.00000000000006,4,200000,0.07,0.0001,0.000000028,0.000000008,0.000038,2.2,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
AD842,,0.0000002,,0.0000035,90,,,,,1,80000000,375,0.001,0.000000009,0.000005,0.013,10,36,LCC:CER LEADLESS CHIP CARR 14-Lead PDIP 14-Lead CerDIP 16-Lead SOIC Wide CHIPS OR DIE
AD845,0.000005,0.0000000003,,0.0000000005,94,0.000004,,,0.0000000000001,1,16000000,100,0.00025,0.000000012,0.000000001,0.01,9.5,36,8-Lead PDIP 8-Lead CerDIP 16-Lead SOIC Wide CHIPS OR DIE
AD847,,0.0000003,50000000,0.0000033,78,,,,0.0000000000015,1,50000000,300,0.001,0.000000015,0.0000066,0.0048,9,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
LT1078,0.0000018,0.00000000025,,0.000000006,97,0.0000006,,,0.00000000000006,2,200000,0.07,0.00007,0.000000028,0.000000008,0.000038,2.2,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LTC1050,0.00000005,0.00000000006,,0.00000000001,114,0.0000016,,,0.0000000000000018,1,2500000,4,0.000005,0.00000009,0.00000000003,0.001,4.75,18,14-Lead PDIP (Narrow 0.3 Inch) 8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP290,,0.000000005,,0.000000004,90,0.000003,,,,2,20000,0.012,0.0005,0.00000008,0.000000025,0.00002,1.6,36,8-Lead PDIP
LT1178,0.000003,0.00000000025,,0.000000003,97,0.0000009,,,0.00000000000001,2,85000,0.04,0.00007,0.000000049,0.000000005,0.000012,2,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1179,0.0000003,0.00000000025,,0.000000003,97,0.0000009,,,0.00000000000001,4,85000,0.04,0.0001,0.000000049,0.000000005,0.000012,2,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
AD744,0.00001,0.00000000005,13000000,0.00000000003,82,0.000002,,,0.00000000000001,1,13000000,75,0.0005,0.000000016,0.0000000001,0.0035,9,36,8-Pin TO-99 8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
OP97,0.000002,0.0000000001,,0.00000000003,114,0.0000005,,,0.00000000000002,1,900000,0.2,0.000025,0.000000014,0.0000000001,0.0006,4,40,8-Lead PDIP 8-Lead SOIC CERDIP GLASS SEAL
AD549,,,1000000,0.00000000000004,90,0.000004,,,0.00000000000000011,1,1000000,3,0.0005,0.000000035,0.00000000000006,0.0007,10,36,CHIPS OR DIE 8-Pin TO-99
OP200,0.000002,0.000000001,,0.0000000001,120,0.0000005,,,0.0000000000004,2,500000,0.15,0.000075,0.000000011,0.000000002,0.000775,3,36,8-Lead PDIP 8-Lead CerDIP 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL
OP200S,,,,,120,,,,,2,,,0.000075,,0.000000002,,3,36,LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL
LT1006,0.0000013,0.0000000005,,0.000000009,100,0.00000055,,,0.00000000000007,1,600000,0.4,0.00005,0.000000022,0.000000015,0.00034,4,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP270,0.000001,0.00000001,,0.000000005,106,0.00000008,0.0000000069,,0.0000000000006,2,5000000,2.4,0.000075,0.0000000032,0.00000002,0.00325,9,36,8-Lead PDIP 8-Lead CerDIP 16-Lead SOIC Wide CERDIP GLASS SEAL
OP270S,,0.00000001,,,106,,,,,2,,,0.000075,,0.00000002,0.00325,9,36,14-Lead CerPak LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL CHIPS OR DIE
OP42,,0.00000000005,,0.00000000013,80,0.000002,,,0.000000000000007,1,10000000,52,0.00075,0.000000012,0.00000000025,0.0051,16,40,8-Pin TO-99 8-Lead PDIP 8-Lead CerDIP CERPAK(HERM CER SRF MOUNT) 8-Lead SOIC LCC:CER LEADLESS CHIP CARR CHIPS OR DIE
OP42S,,0.00000000004,,,80,,,,,1,,,0.001,,0.0000000002,,16,40,CERDIP GLASS SEAL ROUND HEADER/METAL CAN
OP471,0.000004,0.00000001,,0.000000007,105,0.00000025,0.000000022,,0.0000000000004,4,6500000,8,0.0008,0.0000000065,0.000000025,0.0023,9,36,16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL
OP471S,,0.00000001,,,105,,,,,4,,,0.0004,,0.000000025,,9,36,CERPAK(HERM CER SRF MOUNT) CER. FLATPACK WITH LEADS CERDIP GLASS SEAL
OP490,,0.000000005,,0.0000000042,90,0.000003,,,0.00000000000007,4,20000,0.012,0.001,0.00000006,0.000000025,0.00002,3,36,14-Lead PDIP 16-Lead SOIC Wide
RH1056A,,,,0.00000000005,86,,,,0,1,6500000,10,0.0003,0.000000028,0.00000000005,0.0065,8,40,10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD) CHIPS OR DIE
RH1078M,,0.0000000008,,0.000000015,94,,,,0.00000000000025,2,200000,0.04,0.00012,0.000000024,0.000000015,0.000075,4.5,44,8-Lead CERDIP (Narrow 0.3 Inch) 10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD) CHIPS OR DIE
RH108A,,,,0.000000002,,,,,,1,500000,,0.001,,0.000000002,0.0006,,40,14-Lead Flatpak (Hermetic) 8-Lead TO-5 (0.2 Inch PCD) CHIPS OR DIE
AD648,0.00001,0.000000000005,1000000,0.000000000005,82,,,,0.0000000000000018,2,1000000,1.8,0.001,0.00000003,0.00000000001,0.00017,9,36,8-Lead PDIP 8-Lead SOIC
AD648S,0.00001,0.000000000005,,,82,,,,,2,,,0.001,,0.00000000001,,9,36,CERDIP GLASS SEAL CHIPS OR DIE ROUND HEADER/METAL CAN
AD711,0.00002,0.000000000025,4000000,0.000000000015,76,0.000002,,,0.00000000000001,1,4000000,20,0.001,0.000000016,0.00000000005,0.0028,9,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC
AD712,0.00002,0.000000000025,4000000,0.000000000025,76,0.000002,,,0.00000000000001,2,4000000,20,0.001,0.000000016,0.000000000075,0.0028,9,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC
LT1057,0.00001,0.00000000004,,0.000000000005,86,0.000002,,,0.0000000000000015,2,5000000,14,0.00045,0.000000013,0.00000000005,0.0016,8,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1057MH/883,0.00001,,,0.000000000005,86,0.000002,,,0.0000000000000015,2,5000000,14,0.00045,0.000000013,0.00000000005,0.0016,8,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1058,0.000015,0.00000000004,,0.000000000005,84,0.0000024,,,0.0000000000000015,4,5000000,14,0.0006,0.000000013,0.00000000005,0.0016,8,40,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
OP470,0.000002,0.00000001,,0.000000006,110,0.00000008,0.0000000068,,0.0000000000004,4,6000000,2,0.0004,0.0000000032,0.000000025,0.00225,9,36,14-Lead PDIP 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL
OP470S,,0.00000001,,,110,,,,,4,,,0.0004,,0.000000025,,9,36,LCC:CER LEADLESS CHIP CARR CER. FLATPACK WITH LEADS CHIPS OR DIE CERDIP GLASS SEAL
LT1028,0.0000008,0.00000005,,0.000000025,114,0.000000035,,,0.000000000001,1,75000000,15,0.00004,0.00000000085,0.00000009,0.0074,8,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 16-Lead SOIC (Wide 0.3 Inch)
OP400,,0.000000001,,0.0000000009,120,0.0000005,,,0.0000000000006,4,500000,0.15,0.00015,0.000000011,0.000000003,0.0006,6,40,14-Lead PDIP 14-Lead CerDIP 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CHIPS OR DIE
OP400S,,0.000000001,,,120,,,,,4,,,0.00015,,0.000000003,,6,40,LCC:CER LEADLESS CHIP CARR CERDIP GLASS SEAL CERPAK(HERM CER SRF MOUNT) CHIPS OR DIE
OP77,0.0000003,0.0000000015,,0.0000000012,140,0.00000035,0.000000012,,0.00000000000012,1,600000,0.3,0.000025,0.0000000096,0.000000002,0.002,6,44,8-Pin TO-99 8-Lead CerDIP CHIPS OR DIE
OP77S,0.000001,0.0000000015,,,110,,,,,1,,,0.000025,,0.000000002,,6,44,LCC:CER LEADLESS CHIP CARR ROUND HEADER/METAL CAN CERDIP GLASS SEAL CERPAK(HERM CER SRF MOUNT)
LT1022,0.000005,0.00000000001,,0.00000000001,86,0.0000025,,,0.0000000000000018,1,8500000,26,0.00025,0.000000014,0.00000000005,0.0052,20,40,8-Lead TO-5 (0.2 Inch PCD) 8-Lead PDIP (Narrow 0.3 Inch)
LT1022AMH/883,0.000005,,,0.00000000001,86,0.0000025,,,0.0000000000000018,1,8500000,26,0.00025,0.000000014,0.00000000005,0.0052,20,40,8-Lead TO-5 (0.2 Inch PCD) 8-Lead PDIP (Narrow 0.3 Inch)
LT1024,0.0000015,0.0000000001,,0.000000000025,112,0.0000005,,,0.00000000000002,2,1000000,0.2,0.00005,0.000000014,0.00000000012,0.00038,4,40,14-Lead PDIP (Narrow 0.3 Inch)
LTC1052,0.00000005,0.00000000009,,0.000000000001,120,0.0000015,,,0.0000000000000006,1,1200000,4,0.000005,0.00000003,0.00000000003,0.0017,4.75,18,14-Lead PDIP (Narrow 0.3 Inch) 8-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1013,0.000002,0.0000000000008,,0.000000012,100,0.00000055,,,0.00000000000007,2,800000,0.4,0.00015,0.000000022,0.00000002,0.00035,4,44,8-Lead TO-5 (0.2 Inch PCD) 8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1013AMH,0.000002,,,0.000000012,100,0.00000055,,,0.00000000000007,2,800000,0.4,0.00015,0.000000022,0.00000002,0.00035,4,44,8-Lead TO-5 (0.2 Inch PCD) 8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1014,0.000002,0.0000000008,,0.000000012,100,0.00000055,,,0.00000000000007,4,800000,0.4,0.00015,0.000000022,0.00000002,0.00035,4,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1010,,,,0.000075,,,,,,1,30000000,200,0.15,0.00000002,0.00025,0.005,4.5,44,N/A 5-Lead TO-220 (Flow 06) 5-Lead TO-220 8-Lead PDIP (Narrow 0.3 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1055,0.000012,0.00000000002,,0.00000000001,86,0.000002,,,0.0000000000000018,1,4500000,12,0.0007,0.000000015,0.00000000005,0.0028,8,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1056,0.000012,0.00000000002,,0.00000000001,86,0.0000028,,,0.0000000000000018,1,5500000,14,0.0008,0.000000015,0.00000000005,0.005,8,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
RH101A,,0.00000001,,0.000000075,,,,,,1,100000,,0.002,,0.000000075,0.003,4,44,10-Lead Flatpak (Glass Sealed Hermetic) CHIPS OR DIE
RH118,,0.0000001,,,80,,,,,1,15000000,50,0.006,,,0.008,,40,10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD)
RH27C,0.000001,0.00000005,,0.00000004,114,0.00000018,,,0.0000000000006,1,5000000,1.7,0.00006,0.0000000055,0.00000006,0.0035,,44,10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD) CHIPS OR DIE
RH37C,0.0000018,0.000000135,,0.00000008,100,0.00000025,,,0.0000000000006,1,45000000,11,0.0001,0.000000008,0.00000015,0.0056,,44,10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD)
LT1001,0.0000006,0.000000002,,0.0000000005,114,0.0000003,0.000000022,0.000000000001,0.0000000000001,1,800000,0.25,0.000025,0.0000000096,0.000000002,0.0015,6,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1002,0.0000009,0.0000000028,,0.0000000006,110,0.00000035,0.000000022,0.000000000001,0.0000000000001,2,800000,0.25,0.00006,0.0000000096,0.000000003,0.00153,6,44,14-Lead PDIP (Narrow 0.3 Inch)
LT1007,0.0000006,0.00000003,,0.00000001,117,0.00000006,0.000000011,0.0000000000014,0.0000000000004,1,8000000,2.5,0.000025,0.0000000025,0.000000035,0.0026,10,30,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1008,0.0000015,0.0000000001,,0.00000000003,114,0.0000005,,,0.00000000000002,1,1000000,0.2,0.00012,0.000000014,0.0000000001,0.00038,4,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1012,0.0000006,0.0000000001,,0.000000000025,114,0.0000005,,,0.00000000000002,1,1000000,0.2,0.000025,0.000000014,0.0000000001,0.00037,2.4,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1037,0.0000006,0.00000003,,0.00000001,117,0.00000006,,,0.0000000000004,1,60000000,15,0.000025,0.0000000025,0.000000035,0.0026,8,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP227S,0.000001,,,,114,,,,,2,,,0.00008,,0.00000004,,,,CERDIP GLASS SEAL CERPAK(HERM CER SRF MOUNT)
OP27,,0.000000035,,0.000000015,114,0.00000008,0.000000006,0.0000000000015,0.0000000000004,1,8000000,2.8,0.000025,0.000000003,0.00000004,0.0057,8,36,8-Lead PDIP 8-Lead SOIC CERDIP GLASS SEAL ROUND HEADER/METAL CAN CHIPS OR DIE
OP27S,0.0000006,,,,,,,,,1,,,0.000025,,,,8,36,CERPAK(HERM CER SRF MOUNT) LCC:CER LEADLESS CHIP CARR ROUND HEADER/METAL CAN CERDIP GLASS SEAL CHIPS OR DIE
OP37,0.0000018,0.000000035,,0.000000015,114,0.00000008,,,0.0000000000017,1,63000000,17,0.0001,0.000000003,0.00000004,0.003,8,44,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
OP37S,0.0000006,0.000000035,,,114,,,,,1,,,0.000025,,0.00000004,,8,44,ROUND HEADER/METAL CAN CERDIP GLASS SEAL
OP215S,,0.00000000005,,,86,,,,,2,,,0.001,,0.0000000001,,20,32,ROUND HEADER/METAL CAN CHIPS OR DIE CERDIP GLASS SEAL LCC:CER LEADLESS CHIP CARR
OP11S,,0.00000002,,,100,,,,,4,,,0.0005,,0.0000003,,10,30,CHIPS OR DIE CER. FLATPACK WITH LEADS
OP15S,0.00001,0.00000000001,,,86,,,,,1,,,0.0005,,0.00000000005,,20,36,CER. FLATPACK WITH LEADS ROUND HEADER/METAL CAN CERDIP GLASS SEAL
OP16S,0.000005,0.00000000001,,,86,,,,,1,,,0.0005,,0.00000000005,,,,ROUND HEADER/METAL CAN CERDIP GLASS SEAL
PM155S,0.00001,0.00000000002,,,,,,,,1,,,0.002,,0.000000003,,10,20,ROUND HEADER/METAL CAN CERDIP GLASS SEAL
PM156S,0.00001,0.00000000002,,,,,,,,1,,,0.002,,0.000000003,,10,20,CERDIP GLASS SEAL ROUND HEADER/METAL CAN
OP12S,,,,,104,,,,,1,,,0.00015,,0.000000002,,10,30,CHIPS OR DIE
PM108S,0.000005,0.0000000002,,,,,,,,1,,,0.0005,,0.000000002,,10,40,CER. FLATPACK WITH LEADS CERDIP GLASS SEAL ROUND HEADER/METAL CAN CHIPS OR DIE
OP07,,0.0000000038,,0.000000001,106,0.00000035,0.000000013,,0.00000000000012,1,600000,0.3,0.000075,0.0000000096,0.000000004,0.004,6,36,8-Lead PDIP 8-Lead SOIC
OP07S,0.0000006,,,,110,,,,,1,,,0.000025,,0.000000002,,6,36,CER. FLATPACK WITH LEADS ROUND HEADER/METAL CAN CERDIP GLASS SEAL CHIPS OR DIE
