Part Number,Vos TC (max),Ios (max),BW -3 dB (typ),Ibias (typ),CMRR (min),0.1 to 10 Hz VNoise (typ),1 Hz Vnoise (typ),1 Hz Inoise (typ),Current Noise Density (typ),# of Amps,GBP (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Iq/Amp (typ),Vs span (min),Vs span (max),Package
,V/°C,A,Hz,A,dB,V p-p,V/rtHz,A/rtHz,A/rtHz,,Hz,V/us,V,V/rtHz,A,A,V,V,
AD8063,,0.00000045,320000000,0.0000035,62,,,,0.0000000000012,1,90000000,650,0.006,0.0000000085,0.000009,0.0095,2.7,8,8-Lead SOIC 6-Lead SOT-23
AD8551,,0.00000000007,,0.00000000001,120,0.000001,,,0.000000000000002,1,1500000,0.4,0.000005,0.000000042,0.00000000005,0.000975,2.7,5,8-Lead SOIC 8-Lead MSOP
AD8552,,0.00000000007,,0.00000000001,120,0.000001,,,0.000000000000002,2,1500000,0.4,0.000005,0.000000042,0.00000000005,0.000975,2.7,5,8-Lead SOIC 8-Lead TSSOP
AD8554,,0.00000000007,,0.00000000001,120,0.000001,,,0.000000000000002,4,1500000,0.4,0.000005,0.000000042,0.00000000005,0.000975,2.7,5,14-Lead SOIC 14-Lead TSSOP
AD8571,0.00000004,0.00000000007,,0.00000000001,120,0.0000013,,,0.000000000000002,1,1500000,0.4,0.000005,0.000000051,0.00000000005,0.000975,2.7,5.5,8-Lead SOIC 8-Lead MSOP
AD8572,0.00000004,0.00000000007,,0.00000000001,120,0.0000013,,,0.000000000000002,2,1500000,0.4,0.000005,0.000000051,0.00000000005,0.000975,2.7,5.5,8-Lead SOIC 8-Lead TSSOP
AD8574,0.00000004,0.00000000007,,0.00000000001,120,0.0000013,,,0.000000000000002,4,1500000,0.4,0.000005,0.000000051,0.00000000005,0.000975,2.7,5.5,14-Lead SOIC 14-Lead TSSOP
AD8614,,0.0000001,,0.00000008,60,,0.00000005,,0.000000000001,1,5500000,7.5,0.0025,0.000000011,0.0000004,0.0011,4.5,18.5,5-Lead SOT-23
AD8644,,0.0000001,,0.00000008,60,,,,0.000000000001,4,5500000,7.5,0.0025,0.000000012,0.0000004,0.0011,5,18.5,14-Lead SOIC 14-Lead TSSOP
LT1396,,,400000000,,42,,,,0.000000000006,2,,800,0.012,0.0000000045,,0.0046,3,12.6,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1637,0.000003,0.000000006,,0.00000002,88,0.0000006,0.00000004,0.0000000000009,0.00000000000008,1,1000000,0.35,0.00035,0.000000027,0.00000005,0.00019,2.7,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1782,0.000005,0.000000002,,0.000000008,90,0.000001,0.000000076,0.00000000000039,0.00000000000005,1,200000,0.07,0.0008,0.00000005,0.000000015,0.00004,2.2,18,5-Lead TSOT-23 6-Lead TSOT-23
LT1783,,,,0.000000045,90,0.0000006,0.00000006,0.0000000000025,0.00000000000014,1,1250000,0.42,0.0008,0.00000002,,0.00021,2.2,18,5-Lead TSOT-23 6-Lead TSOT-23
LT1886,0.000017,0.0000004,,0.0000015,77,,0.000000063,0.000000000082,0.000000000002,2,700000000,200,0.004,0.000000006,0.000004,0.007,4,13.2,8-Lead SOIC (Narrow 0.15 Inch)
AD8016,,,380000000,0.000004,58,,,,0.000000000018,2,,1000,0.003,0.0000000026,0.000075,0.0125,6,26,28-Lead TSSOP w/ EP
LT1792,0.00001,0.0000000004,,0.0000000003,85,0.0000024,0.000000029,,0.00000000000001,1,5600000,3.4,0.0006,0.0000000042,0.0000000008,0.0042,10,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1793,0.000013,0.000000000007,,0.000000000003,83,0.0000024,0.000000037,,0.0000000000000008,1,4200000,3.4,0.0008,0.000000006,0.00000000001,0.0042,10,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1795,,,65000000,,55,,,,0.000000000002,2,,900,0.013,0.0000000036,,0.029,10,36,20-Lead SOIC (Wide 0.3 Inch) 20-Lead TSSOP w/ EP
LT1813,0.000015,0.0000004,,0.0000009,75,,0.000000087,0.000000000014,0.000000000001,2,100000000,750,0.0015,0.000000008,0.000004,0.003,2.5,12.6,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1813HV,0.000015,,,0.0000009,75,,0.000000087,0.000000000014,0.000000000001,2,100000000,750,0.0015,0.000000008,0.000004,0.003,2.5,13.5,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
RH1498M,,,,,,0.0000004,,,,2,10000000,6,0.0008,0.000000012,0.00000025,0.0018,4.5,36,10-Lead Flatpak (Glass Sealed Hermetic) CHIPS OR DIE
RH1499M,,,,,,0.0000004,,,,4,10000000,6,0.0008,0.000000012,0.00000025,0.0018,4.5,36,14-Lead Flatpak (Hermetic)
AD8529,,0.00000005,,,70,0.0000005,0.00000017,0.000000000038,0.0000000000004,2,8000000,2.9,0.001,0.00000001,0.0000003,0.0012,2.7,12,8-Lead SOIC 8-Lead MSOP
AD8591,,0.000000000025,,0.000000000005,38,,,,0.00000000000005,1,3000000,5,0.025,0.00000003,0.00000000005,0.00125,2.5,6,6-Lead SOT-23
LT1398,,,300000000,,42,,,,0.000000000006,2,,800,0.012,0.0000000045,,0.0046,3,12.6,16-Lead SOIC (Narrow 0.15 Inch)
LT1812,0.000015,0.0000004,,0.0000009,75,,0.000000076,0.000000000014,0.000000000001,1,100000000,750,0.0015,0.000000008,0.000004,0.003,2.5,12.6,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
AD8014,,,480000000,0.000005,52,,,,0.000000000005,1,,4600,0.005,0.0000000035,0.000015,0.00115,4.5,12,8-Lead SOIC 5-Lead SOT-23
AD8017,,,160000000,0.000016,59,,,,0.000000000023,2,,1600,0.003,0.0000000019,0.000045,0.007,4.4,12,8-Lead SOIC
AD8519,,0.00000005,,,70,0.0000005,0.00000017,0.000000000038,0.0000000000004,1,8000000,2.9,0.001,0.00000001,0.0000003,0.0012,2.7,12,5-Lead SC70 5-Lead SOT-23
AD8541,,0.00000000003,,0.000000000004,40,,,,0.0000000000001,1,1000000,0.92,0.006,0.000000038,0.00000000006,0.000065,2.5,5,5-Lead SC70 8-Lead SOIC 5-Lead SOT-23
AD8542,,0.00000000003,,0.000000000004,40,,,,0.0000000000001,2,1000000,0.92,0.006,0.000000038,0.00000000006,0.000065,2.5,5,8-Lead SOIC 8-Lead MSOP 8-Lead TSSOP
AD8544,,0.00000000003,,0.000000000004,40,,,,0.0000000000001,4,1000000,0.92,0.006,0.000000038,0.00000000006,0.000065,2.5,5,14-Lead SOIC 14-Lead TSSOP
AD8592,,0.000000000025,,0.000000000005,38,,,,0.00000000000005,2,3000000,5,0.025,0.00000003,0.00000000005,0.00125,2.5,6,10-Lead MSOP
LT1468,0.000002,0.00000005,,0.000000003,96,0.0000003,0.000000028,0.0000000000027,0.0000000000006,1,90000000,22,0.000075,0.000000005,0.00000004,0.0036,6,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD8057,,0.00000075,325000000,0.0000005,48,,0.00000013,0.00000000004,0.0000000000007,1,100000000,1150,0.005,0.000000007,0.0000025,0.0075,3,12,8-Lead SOIC 5-Lead SOT-23 CHIPS OR DIE
AD8058,,0.00000075,325000000,0.0000005,48,,0.00000013,0.00000000004,0.0000000000007,2,100000000,1150,0.005,0.000000007,0.0000025,0.0075,3,12,8-Lead SOIC 8-Lead MSOP CHIPS OR DIE
LT1636,0.000005,0.0000000008,,0.000000005,84,0.0000007,0.000000071,0.00000000000023,0.000000000000035,1,200000,0.07,0.000225,0.000000052,0.000000008,0.000042,2.6,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1638,,,,0.00000002,88,0.000001,0.000000068,0.0000000000042,0.0000000000003,2,1200000,0.38,0.0007,0.00000002,,0.00017,2.5,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1639,,,,0.00000002,88,0.000001,0.000000068,0.0000000000042,0.0000000000003,4,1075000,0.38,0.0006,0.00000002,,0.00017,2.5,44,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LTC1542,,,,0.00000000001,0.5,0.000003,,,,2,12000,8,0.0007,,0.000000001,0.000005,2.5,12.6,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1630,0.0000055,0.00000015,,0.00000054,79,0.0000003,0.000000031,0.0000000000085,0.0000000000009,2,30000000,9.2,0.000525,0.000000006,0.000001,0.0035,2.6,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1631,0.0000055,0.00000015,,0.00000054,79,0.0000003,0.000000031,0.0000000000085,0.0000000000009,4,30000000,9.2,0.000525,0.000000006,0.000001,0.0035,2.6,36,14-Lead SOIC (Narrow 0.15 Inch)
LT1632,0.000015,0.00000044,,0.00000115,70,0.0000004,0.000000066,0.000000000018,0.0000000000016,2,45000000,27,0.00135,0.000000012,0.0000022,0.0043,2.6,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1633,0.000015,0.00000044,,0.00000115,70,0.0000004,0.000000066,0.000000000018,0.0000000000016,4,45000000,27,0.00135,0.000000012,0.0000022,0.0043,2.6,36,14-Lead SOIC (Narrow 0.15 Inch)
LT1399,,,300000000,,42,,,,0.000000000006,3,,800,0.012,0.0000000045,,0.0046,3,12.6,16-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT1399HV,,,300000000,,42,,,,0.000000000006,3,,800,0.012,0.0000000045,,0.0046,3,15.5,16-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
AD8010,,,230000000,0.00001,50,,,,0.00000000002,1,,800,0.012,0.000000002,0.000135,0.0155,9,12,8-Lead PDIP 8-Lead SOIC 16-Lead SOIC Wide
AD8012,,,350000000,0.000003,56,,,,0.000000000015,2,,2250,0.004,0.0000000025,0.000012,0.0017,3,12,8-Lead SOIC 8-Lead MSOP
AD8051,,0.00000075,110000000,0.0000014,72,,0.00000053,0.000000000035,0.0000000000009,1,80000000,170,0.01,0.000000016,0.0000025,0.0048,3,12,8-Lead SOIC 5-Lead SOT-23
AD8052,,0.00000075,110000000,0.0000014,72,,0.00000053,0.000000000035,0.0000000000009,2,80000000,170,0.01,0.000000016,0.0000025,0.0048,3,12,8-Lead SOIC 8-Lead MSOP
AD8054,,0.0000012,160000000,0.000002,70,,0.00000053,0.000000000035,0.00000000000085,4,90000000,145,0.012,0.000000016,0.0000045,0.0034,3,12,14-Lead SOIC 14-Lead TSSOP
AD825,,0.00000000003,46000000,0.000000000015,71,,,,0.00000000000001,1,26000000,140,0.002,0.000000012,0.00000000004,0.0065,10,36,8-Lead SOIC 16-Lead SOIC Wide CHIPS OR DIE
LTC1541,,,,0.00000000001,0.5,0.000003,,,,2,12000,,0.0007,,0.000000001,0.000005,2.5,12.6,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) CHIPS OR DIE
AD8023,,,125000000,0.000015,50,,,,0.000000000014,3,,1200,0.005,0.000000002,0.000045,0.0062,4.2,15,14-Lead SOIC CHIPS OR DIE
AD8055,,,300000000,0.0000004,,,0.0000009,0.000000000036,0.000000000001,1,300000000,1400,0.005,0.000000006,0.0000012,0.0065,8,12,8-Lead PDIP 8-Lead SOIC 5-Lead SOT-23
AD8056,,,300000000,0.0000004,,,0.0000009,0.000000000036,0.000000000001,2,300000000,1400,0.005,0.000000006,0.0000012,0.006,8,12,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
LT1497,,,59000000,,55,,,,0.000000000002,2,,900,0.015,0.000000003,,0.006,4,36,16-Lead SOIC (Narrow 0.15 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1219L,0.000003,0.000000018,,0.00000003,92,,0.00000008,0.0000000000023,0.00000000000009,1,150000,0.05,0.00009,0.000000033,0.00000007,0.00037,2,16,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1467L,0.000007,0.0000000036,,0.000000003,88,,0.00000011,0.0000000000012,0.00000000000005,4,120000,0.04,0.00039,0.000000045,0.000000014,0.00006,2,16,16-Lead SOIC (Narrow 0.15 Inch)
LT1492,0.000003,0.00000002,,0.00000005,86,0.00000033,0.000000018,0.0000000000021,0.00000000000014,2,4500000,1.8,0.00018,0.0000000165,0.0000001,0.000425,2.1,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1493,0.000003,0.00000002,,0.00000005,86,0.00000033,0.000000018,0.0000000000021,0.00000000000014,4,4500000,1.8,0.00013,0.0000000165,0.0000001,0.000425,2.1,36,16-Lead SOIC (Narrow 0.15 Inch)
LT1496,,0.0000000001,,0.00000000025,100,0.000004,0.00000023,0.000000000000058,0.00000000000001,4,2700,0.001,0.000375,0.000000185,0.000000001,0.000001,2.1,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1635,0.000007,0.0000000006,,0.000000002,94,0.000001,0.000000074,0.00000000000037,0.00000000000005,1,175000,0.045,0.0013,0.00000005,0.0000000045,0.00013,1.1,14,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1218L,0.000003,0.000000018,,0.00000003,92,,0.00000008,0.0000000000023,0.00000000000009,1,300000,0.1,0.00009,0.000000033,0.00000007,0.00037,2,16,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1466L,0.000007,0.0000000036,,0.000000003,88,,0.00000011,0.0000000000012,0.00000000000005,2,120000,0.04,0.00039,0.000000045,0.000000014,0.00006,2,16,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1495,,0.0000000001,,0.00000000025,100,0.000004,0.00000023,0.000000000000058,0.00000000000001,2,2700,0.001,0.000375,0.000000185,0.000000001,0.000001,2.1,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP481,,0.000000007,,0.000000003,65,0.00001,,,0.000000000000999,4,105000,0.028,0.0015,0.000000085,0.00000001,0.000005,2.7,12,14-Lead SOIC 14-Lead TSSOP
AD8005,,,270000000,0.000005,46,,,,0.0000000000091,1,,1500,0.03,0.000000004,0.00001,0.0004,8,12,8-Lead SOIC 5-Lead SOT-23
AD8009,,,1000000000,0.00005,50,,,,0.000000000046,1,,5500,0.005,0.0000000019,0.00015,0.014,5,12,8-Lead SOIC 5-Lead SOT-23 CHIPS OR DIE
AD8079,,,260000000,0.000003,,,,,0.000000000002,2,260000000,800,0.015,0.000000002,0.000006,0.01,6,12,8-Lead SOIC
AD8531,,0.000000000025,,0.000000000005,38,,,0.0000000000017,0.00000000000005,1,3000000,5,0.025,0.00000003,0.00000000005,0.00125,3,6,5-Lead SC70 8-Lead SOIC 5-Lead SOT-23
LT1369,0.000006,0.000000012,,0.00000001,93,,0.000000042,0.00000000000072,0.00000000000007,4,160000,0.065,0.0008,0.000000029,0.000000035,0.00034,2,36,14-Lead SOIC (Narrow 0.15 Inch)
LT1462,0.00002,0.0000000000012,,0.0000000000005,76,0.000002,0.00000018,,0.0000000000000005,2,175000,0.13,0.0008,0.000000076,0.000000000002,0.000028,10,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT2078,0.0000018,0.00000000025,,0.000000006,95,0.0000006,0.000000034,0.00000000000019,0.00000000000002,2,200000,0.07,0.00007,0.000000028,0.000000008,0.000035,2.3,44,8-Lead SOIC (Narrow 0.15 Inch)
LT2079,0.000003,0.00000000025,,0.000000006,95,0.0000006,0.000000034,0.00000000000019,0.00000000000002,4,200000,0.07,0.00011,0.000000028,0.000000008,0.000035,2.3,44,14-Lead SOIC (Narrow 0.15 Inch)
LT2178,0.0000018,0.00000000025,,0.000000003,93,0.0000009,0.000000061,0.00000000011,0.00000000000001,2,60000,0.025,0.00007,0.000000049,0.000000005,0.000013,2.2,44,8-Lead SOIC (Narrow 0.15 Inch)
OP162,,0.000000025,,0.00000026,70,0.0000005,0.00000012,0.0000000000053,0.0000000000004,1,15000000,13,0.000325,0.0000000095,0.0000005,0.0006,2.7,12,8-Lead SOIC
OP184,0.000002,0.00000005,,0.00000008,80,0.0000003,0.000000024,0.0000000000081,0.0000000000004,1,4250000,4,0.0001,0.0000000039,0.00000045,0.002,3,36,8-Lead SOIC
OP262,,0.000000025,,0.00000026,70,0.0000005,0.00000012,0.0000000000053,0.0000000000004,2,15000000,13,0.000325,0.0000000095,0.0000005,0.000775,2.7,12,8-Lead SOIC 8-Lead TSSOP
OP281,,0.000000007,,0.000000003,65,0.00001,,,0.000000000000999,2,105000,0.028,0.0015,0.000000075,0.00000001,0.000005,2.7,12,8-Lead SOIC 8-Lead TSSOP
AD8031,,0.0000005,80000000,0.00000045,60,,0.00000013,0.00000000012,0.0000000000024,1,50000000,35,0.0015,0.000000015,0.000002,0.0009,2.7,12,8-Lead PDIP 8-Lead SOIC 5-Lead SOT-23
AD8032,,0.0000005,80000000,0.00000045,60,,0.00000013,0.00000000012,0.0000000000024,2,50000000,35,0.0015,0.000000015,0.000002,0.0009,2.7,12,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP CHIPS OR DIE
AD8072,,,100000000,0.000004,,,,,0.000000000006,2,,500,0.006,0.000000003,0.000012,0.003,5,12,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
AD8073,,,100000000,0.000004,,,,,0.000000000006,3,,500,0.006,0.000000003,0.000012,0.003,5,12,14-Lead SOIC
AD8534,,0.000000000025,,0.000000000005,38,,,0.0000000000017,0.00000000000005,4,3000000,5,0.025,0.00000003,0.00000000005,0.00125,3,6,14-Lead SOIC 14-Lead TSSOP
LT1210,,,66000000,,55,,,,0.000000000002,1,,900,0.015,0.000000003,,0.035,8,36,7-Lead TO-220 (Flow 06) 7-Lead TO-220 7-Lead DD Pak 7-Lead TO-220 (Flow 44) 7-Lead TO-220 (Flow 37) 16-Lead SOIC (Narrow 0.15 Inch)
LT1351,0.000008,0.000000015,,0.00000002,80,,0.000000047,0.0000000000034,0.0000000000005,1,3000000,200,0.0006,0.000000014,0.00000005,0.00025,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1463,0.00002,0.0000000000012,,0.0000000000005,74,0.000002,0.00000018,,0.0000000000000005,4,175000,0.13,0.0008,0.000000076,0.000000000002,0.000028,10,40,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1465,0.00002,0.0000000000012,,0.0000000000004,74,0.000002,0.000000086,,0.0000000000000004,4,1000000,0.9,0.0008,0.000000024,0.000000000002,0.000145,10,40,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
OP196,,0.000000008,,0.00000001,65,0.0000008,0.0000001,0.00000000000045,0.00000000000019,1,450000,0.3,0.0003,0.000000026,0.00000005,0.00006,3,12,8-Lead SOIC
OP462,,0.000000025,,0.00000026,70,0.0000005,0.00000012,0.0000000000053,0.0000000000004,4,15000000,13,0.000325,0.0000000095,0.0000005,0.000775,2.7,12,14-Lead SOIC 14-Lead TSSOP
AD8532,,0.000000000025,,0.000000000005,38,,,0.0000000000017,0.00000000000005,2,3000000,5,0.025,0.00000003,0.00000000005,0.00125,3,6,8-Lead SOIC 8-Lead MSOP 8-Lead TSSOP
LT1353,0.000008,0.000000015,,0.00000002,80,,0.000000047,0.0000000000034,0.0000000000005,4,3000000,200,0.0006,0.000000014,0.00000005,0.00025,5,36,14-Lead SOIC (Narrow 0.15 Inch)
LT1464,0.00002,0.0000000000012,,0.0000000000004,76,0.000002,0.000000086,,0.0000000000000004,2,1000000,0.9,0.0008,0.000000024,0.000000000002,0.000145,10,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
AD815,,,120000000,0.000002,57,,,,0.000000000019,2,,900,0.008,0.00000000185,0.000005,0.015,10,36,
LT1207,,,66000000,,55,,,,0.000000000002,2,,900,0.01,0.0000000036,,0.02,10,36,16-Lead SOIC (Narrow 0.15 Inch)
LT1352,0.000008,0.000000015,,0.00000002,80,,0.000000047,0.0000000000034,0.0000000000005,2,3000000,200,0.0006,0.000000014,0.00000005,0.00025,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1498,0.0000025,0.000000065,,0.00000025,93,0.0000004,0.00000017,0.0000000000071,0.0000000000003,2,10500000,4.5,0.000475,0.000000012,0.00000065,0.0017,2.2,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1499,0.0000025,0.000000065,,0.00000025,93,0.0000004,0.00000017,0.0000000000071,0.0000000000003,4,10500000,4.5,0.000475,0.000000012,0.00000065,0.0017,2.2,36,14-Lead SOIC (Narrow 0.15 Inch)
LT2179,0.000003,0.00000000025,,0.000000003,93,0.0000009,0.000000061,0.00000000011,0.00000000000001,4,60000,0.025,0.0001,0.000000049,0.000000005,0.000013,2.2,44,14-Lead SOIC (Narrow 0.15 Inch)
AD8004,,,250000000,0.00004,52,,,,0.000000000038,4,,3000,0.0035,0.0000000015,0.00011,0.014,4,12,14-Lead SOIC
AD8013,,,140000000,0.000003,52,,,,0.000000000012,3,,1000,0.005,0.0000000035,0.000015,0.0035,4.2,13,14-Lead SOIC CHIPS OR DIE
AD8042,,0.0000006,170000000,0.0000012,66,,0.00000055,,0.0000000000007,2,90000000,225,0.0098,0.000000015,0.0000032,0.006,3,12,8-Lead SOIC CHIPS OR DIE
AD8044,,0.0000012,160000000,0.000002,76,,0.00000057,,0.0000000000009,4,90000000,190,0.0065,0.000000016,0.0000045,0.002875,3,12,14-Lead PDIP 14-Lead SOIC
OP296,,0.000000008,,0.00000001,65,0.0000008,0.0000001,0.00000000000045,0.00000000000019,2,450000,0.3,0.0003,0.000000026,0.00000005,0.00006,3,12,8-Lead SOIC 8-Lead TSSOP
AD8041,,0.0000005,170000000,0.0000012,72,,0.0000029,,0.0000000000006,1,160000000,170,0.007,0.000000016,0.0000032,0.0058,3,12,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC
AD8041S,,0.0000007,,,70,,,,,1,160000000,,9.5,,0.0000034,,3,12,8-Lead CerDIP CERPAK(HERM CER SRF MOUNT) CHIPS OR DIE CER. FLATPACK WITH LEADS
AD823,,0.00000000002,16000000,0.000000000005,66,,0.000000098,,0.000000000000001,2,10000000,25,0.0035,0.000000016,0.00000000003,0.0052,3,36,8-Lead PDIP 8-Lead SOIC
LT1367,0.000006,0.000000012,,0.00000001,93,,0.000000042,0.00000000000073,0.00000000000007,4,400000,0.13,0.0008,0.000000029,0.000000035,0.00034,2,36,14-Lead SOIC (Narrow 0.15 Inch)
LT1368,0.000006,0.000000012,,0.00000001,95,,0.000000042,0.00000000000072,0.00000000000007,2,160000,0.065,0.000475,0.000000029,0.000000035,0.00034,2,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP484,,0.00000005,,0.00000008,80,0.0000003,0.000000024,0.0000000000081,0.0000000000004,4,4250000,4,0.0001,0.0000000039,0.00000045,,3,36,14-Lead PDIP 14-Lead SOIC
OP484S,,0.00000005,,,86,,,,,4,,,0.0002,,0.00000035,,3,36,CERDIP GLASS SEAL CERPAK(HERM CER SRF MOUNT) CHIPS OR DIE
OP496,,0.000000008,,0.00000001,65,0.0000008,0.0000001,0.00000000000045,0.00000000000019,4,450000,0.3,0.0003,0.000000026,0.00000005,0.00006,3,12,14-Lead SOIC 14-Lead TSSOP
AD8002,,,600000000,0.000005,49,,,,0.000000000002,2,,1200,0.006,0.000000002,0.000025,0.01,6,12,8-Lead SOIC 8-Lead MSOP
AD8011,,,400000000,0.000005,52,,,,0.000000000005,1,,1100,0.005,0.000000002,0.000015,0.001,3,12,8-Lead PDIP 8-Lead SOIC
OP284,,,,0.00000008,80,0.0000003,0.000000024,0.0000000000081,0.0000000000004,2,4250000,4,0.0001,0.0000000039,0.00000045,0.002,2,36,CHIPS OR DIE 8-Lead PDIP 8-Lead SOIC
OP293,0.00000175,0.000000004,,0.00000002,100,0.000003,0.000000086,0.00000000021,0.00000000000005,2,35000,0.015,0.00025,0.000000065,0.00000002,0.00003,1.7,36,8-Lead SOIC
AD8047,,0.000002,250000000,0.000001,74,,0.000000055,,0.000000000001,1,110000000,750,0.003,0.0000000052,0.0000035,0.0058,6,12,8-Lead PDIP 8-Lead SOIC
AD8048,,0.000002,260000000,0.000001,74,,0.000000051,,0.000000000001,1,120000000,1000,0.003,0.0000000038,0.0000035,0.0059,6,12,8-Lead SOIC
AD824,,0.00000000002,,0.000000000004,70,0.000002,0.00000013,,0.0000000000000011,4,2000000,2,0.0025,0.000000016,0.000000000035,0.00056,2.7,30,14-Lead SOIC
OP193,0.00000175,0.000000002,,,100,0.000003,0.000000086,0.00000000021,0.00000000000005,1,35000,0.015,0.00015,0.000000065,0.000000015,0.00003,1.7,36,8-Lead SOIC
AD8036,,0.000003,240000000,0.000004,66,,0.00000009,,0.0000000000022,1,110000000,1200,0.007,0.0000000067,0.00001,0.0205,6,12,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
AD8037,,0.000003,270000000,0.000003,70,,0.000000058,,0.0000000000021,1,140000000,1500,0.007,0.0000000045,0.000009,0.0185,6,12,8-Lead SOIC CHIPS OR DIE
LT1354,0.000008,0.00000007,,0.00000008,80,,0.00000014,0.0000000000074,0.0000000000006,1,12000000,400,0.0008,0.00000001,0.0000003,0.001,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1357,0.000008,0.00000000012,,0.00000012,80,,0.000000031,0.0000000000026,0.0000000000008,1,25000000,600,0.0006,0.000000008,0.0000005,0.002,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP191,,0.000000011,,0.00000003,75,0.000002,,,0.0000000000008,1,3000000,0.5,0.0005,0.000000042,0.000000065,0.00042,2.7,12,8-Lead SOIC
OP279,,0.00000005,,,56,,0.00000011,,0.000000000001,2,5000000,3,0.004,0.000000022,0.0000003,0.0035,4.5,12,8-Lead SOIC 8-Lead TSSOP
AD9631,,0.000003,320000000,0.000002,70,,0.000000064,,0.0000000000025,1,110000000,1300,0.01,0.000000007,0.000007,0.017,6,12,8-Lead PDIP 8-Lead SOIC CHIPS OR DIE
